Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,busykids.bed_type (product.metafields.custom.busykids_bed_type),busykids.features (product.metafields.custom.busykids_features),busykids.mattress_size (product.metafields.custom.busykids_mattress_size),busykids.sleepers (product.metafields.custom.busykids_sleepers),feed_category (product.metafields.custom.feed_category),notice (product.metafields.custom.notice),url-media (product.metafields.custom.url_media),url-tech (product.metafields.custom.url_tech),Custom label 0 (product.metafields.mm-google-shopping.custom_label_0),Custom label 1 (product.metafields.mm-google-shopping.custom_label_1),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Art movement (product.metafields.shopify.art-movement),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Baby/Toddler furniture features (product.metafields.shopify.baby-toddler-furniture-features),Baby/Toddler seat features (product.metafields.shopify.baby-toddler-seat-features),Backrest type (product.metafields.shopify.backrest-type),Bed/Frame features (product.metafields.shopify.bed-frame-features),Bedding pieces included (product.metafields.shopify.bedding-pieces-included),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Compatible stroller type (product.metafields.shopify.compatible-stroller-type),Construction set theme (product.metafields.shopify.construction-set-theme),Cover features (product.metafields.shopify.cover-features),Crib/Toddler bed features (product.metafields.shopify.crib-toddler-bed-features),Decoration material (product.metafields.shopify.decoration-material),Developmental features (product.metafields.shopify.developmental-features),Difficulty level (product.metafields.shopify.difficulty-level),Doll/Playset features (product.metafields.shopify.doll-playset-features),Fabric (product.metafields.shopify.fabric),Firmness (product.metafields.shopify.firmness),Folding mechanism (product.metafields.shopify.folding-mechanism),Frame style (product.metafields.shopify.frame-style),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Infant age group (product.metafields.shopify.infant-age-group),Instrument material (product.metafields.shopify.instrument-material),Lumber/Wood type (product.metafields.shopify.lumber-wood-type),Material (product.metafields.shopify.material),Mattress features (product.metafields.shopify.mattress-features),Motion (product.metafields.shopify.motion),Mounting type (product.metafields.shopify.mounting-type),Outdoor equipment features (product.metafields.shopify.outdoor-equipment-features),Painting medium (product.metafields.shopify.painting-medium),Portability (product.metafields.shopify.portability),Potty/Toilet seat design (product.metafields.shopify.potty-toilet-seat-design),Puzzle theme (product.metafields.shopify.puzzle-theme),Puzzle type (product.metafields.shopify.puzzle-type),Reading toy type (product.metafields.shopify.reading-toy-type),Recommended age group (product.metafields.shopify.recommended-age-group),Riding toy propulsion type (product.metafields.shopify.riding-toy-propulsion-type),Safety rail installation (product.metafields.shopify.safety-rail-installation),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Stroller features (product.metafields.shopify.stroller-features),Stroller wheel type (product.metafields.shopify.stroller-wheel-type),Suitable for container type (product.metafields.shopify.suitable-for-container-type),Suitable location (product.metafields.shopify.suitable-location),Theme (product.metafields.shopify.theme),Toddler bed features (product.metafields.shopify.toddler-bed-features),Toy/Game material (product.metafields.shopify.toy-game-material),Upholstery material (product.metafields.shopify.upholstery-material),Wood finish (product.metafields.shopify.wood-finish),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Germany,Price / Germany,Compare At Price / Germany,Included / International,Price / International,Compare At Price / International,Status
busykids-schutzgitter-fur-kinderbetten,,,,,,,,,Dunkelgrau,,,127 cm,,,,,"Wooden sidewall,size 127, color Dark grey",0.0,shopify,1000,deny,manual,89.00,89.00,true,true,,,,,8595731842996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/grey_3ac82238-0539-44c0-af28-8307ec85b43f.jpg?v=1781532699,kg,,,,,,,,,
busykids-schutzgitter-fur-kinderbetten,,,,,,,,,Dunkelgrau,,,75 cm,,,,,"Wooden sidewall,size 75, color Dark grey",0.0,shopify,1000,deny,manual,89.00,89.00,true,true,,,,,8595731843108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/grey_3ac82238-0539-44c0-af28-8307ec85b43f.jpg?v=1781532699,kg,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,BusyKids Baumwollvorhang für ein niedriges Hochbett,"<p data-start=""57"" data-end=""392""><strong data-start=""57"" data-end=""112"">BusyKids Baumwollvorhang für ein niedriges Hochbett</strong> ist eine stilvolle und praktische Ergänzung für das Kinderbett, die im Zimmer noch mehr Gemütlichkeit, Wärme und eine besondere Atmosphäre schafft. Die weichen <strong data-start=""273"" data-end=""293"">Baumwollvorhänge</strong> verwandeln den Bereich unter dem Bett in einen komfortablen Ort zum Spielen, Ausruhen und Träumen.</p>
<p data-start=""394"" data-end=""709"">Der natürliche Baumwollstoff fühlt sich angenehm an, sieht im Kinderzimmer schön aus und verleiht dem Raum eine gemütliche und harmonische Ausstrahlung. Die Vorhänge schaffen für das Kind das Gefühl eines eigenen kleinen Rückzugsortes, in dem es spielen, träumen, entspannen und sich ruhig und geborgen fühlen kann.</p>
<p data-start=""711"" data-end=""1071""><strong data-start=""711"" data-end=""766"">BusyKids Baumwollvorhang für ein niedriges Hochbett</strong> verschönert das Bett nicht nur optisch, sondern verleiht ihm auch einen besonderen dekorativen Charakter. So wirkt das Kinderzimmer wärmer, lebendiger und individueller. Es ist eine wunderbare Möglichkeit, das Bett ganz einfach zu ergänzen und dem Kind jeden Tag noch mehr Komfort und Freude zu schenken.</p>
<p data-start=""1073"" data-end=""1227"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""1073"" data-end=""1108"">BusyKids kümmert sich um Kinder</strong> und entwickelt Accessoires, die den Raum zum Schlafen und Spielen noch gemütlicher, schöner und inspirierender machen.</p>",Benlemi,Home & Garden > Decor > Window Treatments > Curtains & Drapes > Curtains,Kinderzimmermöbel > Betten aus Massivholz > Zubehör,"additional-products:cotton-curtain, age-active, age-gr:3+, color-selection:true, sklad:preorder",true,Title,Default Title,,,,,,,,BK Cotton curtain for a low loft bed,0.0,shopify,1000,deny,manual,129.00,129.00,true,true,,,,,8595731872115,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1234124.jpg?v=1776771469,1,"",false,,,2882,,,,,,core,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/rozmer_ce86c837-49fa-4ce1-bd28-8f1f293f7e32.jpg?v=1776771147,core,,,,,,,,,,,,,white; beige,,,,,,,,,baumwolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/7_07ce5d46-77f4-43d7-8efe-6790cb4dbf19.jpg?v=1776771148,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/2_c92bbad6-9074-4dcf-8eef-ff4c5c7d8dcd.jpg?v=1776771148,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/5_0ff1086a-32a2-41e8-a11e-58a53ad89b3e.jpg?v=1776771147,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1_a4c883c6-1a1e-4e1f-81e1-734d5149a793.jpg?v=1776771148,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/3_7c1d5130-beb4-4255-8e61-d92eb9b5d8eb.jpg?v=1776771147,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/4_ff5d4424-8c24-4782-95ee-3bf3f26a576e.jpg?v=1776771147,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-baumwollvorhang-fur-ein-niedriges-hochbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/rozmer_ce86c837-49fa-4ce1-bd28-8f1f293f7e32.jpg?v=1776771147,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
busykids-niedriges-hochbett-luffy-mit-leiter-90-x-200-cm,BusyKids Niedriges Hochbett LUFFY mit Leiter 90 x 200 cm,"<p data-start=""63"" data-end=""421""><strong data-start=""63"" data-end=""124"">BusyKids Niedriges Hochbett LUFFY mit Leiter, 90 x 200 cm</strong> ist ein stilvolles und funktionales Kinderbett, das für Gemütlichkeit, Komfort und ein harmonisches Ambiente im Kinderzimmer geschaffen wurde. Dank seines durchdachten Designs eignet sich dieses Modell ideal sowohl zum Schlafen als auch zur Gestaltung einer besonderen Atmosphäre im Kinderzimmer.</p>
<p data-start=""423"" data-end=""874"">Das Bett wird aus <strong data-start=""441"" data-end=""473"">premium massivem Kiefernholz</strong> gefertigt, das sich durch Stabilität, Langlebigkeit und eine schöne natürliche Holzstruktur auszeichnet. Dieses umweltfreundliche und robuste Material eignet sich hervorragend für Kindermöbel und sorgt für eine langlebige und zuverlässige Konstruktion. Die Oberfläche ist mit einem <strong data-start=""756"" data-end=""795"">hypoallergenen Lack auf Wasserbasis</strong> behandelt, der sicher für Kinder ist und zu einem gesunden Raumklima beiträgt.</p>
<p data-start=""876"" data-end=""1359""><strong data-start=""876"" data-end=""885"">LUFFY</strong> ist nicht nur ein bequemer Schlafplatz, sondern auch eine wunderbare Möglichkeit, dem Kind einen noch gemütlicheren persönlichen Rückzugsort zu schaffen. Auf Wunsch kann das Bett mit einem <strong data-start=""1075"" data-end=""1104"">Set aus Baumwollvorhängen</strong> ergänzt werden, das zusätzliche Wärme, Gemütlichkeit und Geborgenheit verleiht. So lässt sich der Bereich unter dem Bett in eine behagliche Spielecke, einen Ruhebereich oder ein kleines Versteck verwandeln, in dem das Kind besonders gerne Zeit verbringt.</p>
<p data-start=""1361"" data-end=""1595"">Die Leiter ermöglicht einen bequemen und sicheren Zugang zum Schlafplatz, während die gesamte Konstruktion dazu beiträgt, den Raum im Kinderzimmer optimal zu nutzen und gleichzeitig ein Gefühl von Leichtigkeit und Ordnung zu bewahren.</p>
<p data-start=""1597"" data-end=""1890"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""1597"" data-end=""1634"">BusyKids kümmert sich um Ihr Kind</strong>, deshalb wird jedes Detail mit besonderer Aufmerksamkeit für Qualität, Sicherheit und täglichen Komfort gestaltet. Wir schaffen Möbel, die dabei helfen, einen gemütlichen Raum für gesunden Schlaf, Erholung, Spiel und eine glückliche Kindheit zu gestalten.</p>",Benlemi,Furniture > Beds & Accessories > Beds & Bed Frames > Loft Beds & Bed Frames,Kinderzimmermöbel > Betten aus Massivholz,"additional-products:bed-luffy, age-active, age-gr:3+, benlemi-led, color-selection:true, rec:bed, sklad:preorder",true,Farben,Unlackiert,,Standort der Treppe,Rechts,,,,,"BK Bed LUFFY, size 2000*900, color Unvarnished, RIGHT",0.0,shopify,1000,deny,manual,629.00,629.00,true,true,,,,,8595731831549,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/4_f8726d9c-b4fb-4e1f-9c31-2af40d9a0e43.jpg?v=1776770634,1,"",false,,,505764,,,,,,core,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/rozmer_ab5450f3-a1c0-43cb-863f-5f77cf825514.jpg?v=1776770645,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/4_f8726d9c-b4fb-4e1f-9c31-2af40d9a0e43.jpg?v=1776770634,kg,,,true,,,true,,,active
busykids-niedriges-hochbett-luffy-mit-leiter-90-x-200-cm,,,,,,,,,Unlackiert,,,Links,,,,,"BK Bed LUFFY, size 2000*900, color Unvarnished, LEFT",0.0,shopify,1000,deny,manual,629.00,629.00,true,true,,,,,8595731831532,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1_0c8c787b-808e-4204-a3dd-8d930fe035e6.jpg?v=1776770635,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/de_1e85679e-b407-40d1-bce0-a5d81b178ff3.jpg?v=1776770634,kg,,,,,,,,,
busykids-niedriges-hochbett-luffy-mit-leiter-90-x-200-cm,,,,,,,,,Transparentes Öl,,,Rechts,,,,,"BK Bed LUFFY, size 2000*900, color Transparent oil, RIGHT",0.0,shopify,1000,deny,manual,729.00,729.00,true,true,,,,,8595731831563,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/7_fbad6ca5-57fc-456d-8767-37e0f608e313.jpg?v=1776770635,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0622/7234/0174/files/1_0c8c787b-808e-4204-a3dd-8d930fe035e6.jpg?v=1776770635,kg,,,,,,,,,
